"Geslacht;""Leeftijd"";""Nationaliteit"";""Perioden"";""Regio's"";""Bevolking (aantal)"""
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Groot-Amsterdam (CR)"";56174"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Groot-Amsterdam (CR)"";61492"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Groot-Amsterdam (CR)"";68317"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Groot-Amsterdam (CR)"";74728"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Het Gooi en Vechtstreek (CR)"";3554"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Het Gooi en Vechtstreek (CR)"";3399"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Het Gooi en Vechtstreek (CR)"";3371"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Het Gooi en Vechtstreek (CR)"";3339"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Het Gooi en Vechtstreek (CR)"";3785"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Het Gooi en Vechtstreek (CR)"";4235"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Het Gooi en Vechtstreek (CR)"";4874"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Het Gooi en Vechtstreek (CR)"";5644"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Het Gooi en Vechtstreek (CR)"";6257"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Agglomeratie Leiden en Bollenstreek (CR)"";5199"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Agglomeratie Leiden en Bollenstreek (CR)"";5215"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Agglomeratie Leiden en Bollenstreek (CR)"";5238"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Agglomeratie Leiden en Bollenstreek (CR)"";5330"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Agglomeratie Leiden en Bollenstreek (CR)"";6114"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Agglomeratie Leiden en Bollenstreek (CR)"";6829"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Agglomeratie Leiden en Bollenstreek (CR)"";7629"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Agglomeratie Leiden en Bollenstreek (CR)"";8334"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Agglomeratie Leiden en Bollenstreek (CR)"";8946"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Agglomeratie 's-Gravenhage (CR)"";31612"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Agglomeratie 's-Gravenhage (CR)"";31148"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Agglomeratie 's-Gravenhage (CR)"";31136"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Agglomeratie 's-Gravenhage (CR)"";31148"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Agglomeratie 's-Gravenhage (CR)"";32316"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Agglomeratie 's-Gravenhage (CR)"";34327"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Agglomeratie 's-Gravenhage (CR)"";36997"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Agglomeratie 's-Gravenhage (CR)"";39168"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Agglomeratie 's-Gravenhage (CR)"";41993"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Delft en Westland (CR)"";5898"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Delft en Westland (CR)"";5931"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Delft en Westland (CR)"";6163"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Delft en Westland (CR)"";6366"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Delft en Westland (CR)"";6439"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Delft en Westland (CR)"";6878"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Delft en Westland (CR)"";7549"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Delft en Westland (CR)"";8224"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Delft en Westland (CR)"";8717"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Oost-Zuid-Holland (CR)"";3127"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Oost-Zuid-Holland (CR)"";2898"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Oost-Zuid-Holland (CR)"";2814"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Oost-Zuid-Holland (CR)"";2940"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Oost-Zuid-Holland (CR)"";3288"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Oost-Zuid-Holland (CR)"";3907"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Oost-Zuid-Holland (CR)"";4360"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Oost-Zuid-Holland (CR)"";4805"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Oost-Zuid-Holland (CR)"";5153"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Groot-Rijnmond (CR)"";38822"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Groot-Rijnmond (CR)"";37516"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Groot-Rijnmond (CR)"";36698"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Groot-Rijnmond (CR)"";36457"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Groot-Rijnmond (CR)"";37636"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Groot-Rijnmond (CR)"";40089"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Groot-Rijnmond (CR)"";42092"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Groot-Rijnmond (CR)"";44776"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Groot-Rijnmond (CR)"";47872"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Zuidoost-Zuid-Holland (CR)"";5740"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Zuidoost-Zuid-Holland (CR)"";5566"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Zuidoost-Zuid-Holland (CR)"";5415"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Zuidoost-Zuid-Holland (CR)"";5301"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Zuidoost-Zuid-Holland (CR)"";5681"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Zuidoost-Zuid-Holland (CR)"";6425"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Zuidoost-Zuid-Holland (CR)"";6901"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Zuidoost-Zuid-Holland (CR)"";6647"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Zuidoost-Zuid-Holland (CR)"";6990"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Zeeuwsch-Vlaanderen (CR)"";709"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Zeeuwsch-Vlaanderen (CR)"";638"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Zeeuwsch-Vlaanderen (CR)"";665"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Zeeuwsch-Vlaanderen (CR)"";683"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Zeeuwsch-Vlaanderen (CR)"";855"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Zeeuwsch-Vlaanderen (CR)"";1078"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Zeeuwsch-Vlaanderen (CR)"";1248"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Zeeuwsch-Vlaanderen (CR)"";1425"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Zeeuwsch-Vlaanderen (CR)"";1577"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Overig Zeeland (CR)"";1640"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Overig Zeeland (CR)"";1620"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Overig Zeeland (CR)"";1568"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Overig Zeeland (CR)"";1741"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Overig Zeeland (CR)"";2230"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Overig Zeeland (CR)"";2833"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Overig Zeeland (CR)"";3371"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Overig Zeeland (CR)"";3638"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Overig Zeeland (CR)"";3870"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""West-Noord-Brabant (CR)"";8049"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""West-Noord-Brabant (CR)"";7740"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""West-Noord-Brabant (CR)"";7450"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""West-Noord-Brabant (CR)"";7346"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""West-Noord-Brabant (CR)"";7983"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""West-Noord-Brabant (CR)"";8994"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""West-Noord-Brabant (CR)"";9863"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""West-Noord-Brabant (CR)"";10539"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""West-Noord-Brabant (CR)"";11105"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Midden-Noord-Brabant (CR)"";6099"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Midden-Noord-Brabant (CR)"";5943"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Midden-Noord-Brabant (CR)"";5883"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Midden-Noord-Brabant (CR)"";5969"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Midden-Noord-Brabant (CR)"";6791"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Midden-Noord-Brabant (CR)"";7954"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Midden-Noord-Brabant (CR)"";8633"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Midden-Noord-Brabant (CR)"";9082"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Midden-Noord-Brabant (CR)"";9736"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Noordoost-Noord-Brabant (CR)"";5900"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Noordoost-Noord-Brabant (CR)"";5674"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Noordoost-Noord-Brabant (CR)"";5507"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Noordoost-Noord-Brabant (CR)"";5814"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Noordoost-Noord-Brabant (CR)"";6495"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Noordoost-Noord-Brabant (CR)"";7913"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Noordoost-Noord-Brabant (CR)"";8674"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Noordoost-Noord-Brabant (CR)"";9399"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Noordoost-Noord-Brabant (CR)"";10035"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Zuidoost-Noord-Brabant (CR)"";12595"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Zuidoost-Noord-Brabant (CR)"";12574"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Zuidoost-Noord-Brabant (CR)"";12948"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Zuidoost-Noord-Brabant (CR)"";13590"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Zuidoost-Noord-Brabant (CR)"";14942"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Zuidoost-Noord-Brabant (CR)"";17349"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Zuidoost-Noord-Brabant (CR)"";19362"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Zuidoost-Noord-Brabant (CR)"";22176"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Zuidoost-Noord-Brabant (CR)"";25560"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Noord-Limburg (CR)"";2999"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Noord-Limburg (CR)"";2889"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Noord-Limburg (CR)"";2813"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Noord-Limburg (CR)"";3043"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Noord-Limburg (CR)"";3120"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Noord-Limburg (CR)"";3946"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Noord-Limburg (CR)"";3945"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Noord-Limburg (CR)"";4195"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Noord-Limburg (CR)"";4395"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Midden-Limburg (CR)"";2066"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Midden-Limburg (CR)"";2029"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Midden-Limburg (CR)"";2057"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Midden-Limburg (CR)"";2311"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Midden-Limburg (CR)"";2604"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Midden-Limburg (CR)"";3197"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Midden-Limburg (CR)"";3610"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Midden-Limburg (CR)"";3727"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Midden-Limburg (CR)"";3964"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Zuid-Limburg (CR)"";5709"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Zuid-Limburg (CR)"";6081"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Zuid-Limburg (CR)"";6361"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Zuid-Limburg (CR)"";6996"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Zuid-Limburg (CR)"";8267"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Zuid-Limburg (CR)"";9599"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Zuid-Limburg (CR)"";10480"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Zuid-Limburg (CR)"";11140"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Zuid-Limburg (CR)"";12008"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Flevoland (CR)"";6450"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Flevoland (CR)"";6420"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Flevoland (CR)"";6578"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Flevoland (CR)"";7048"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Flevoland (CR)"";7786"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Flevoland (CR)"";9267"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Flevoland (CR)"";10197"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Flevoland (CR)"";11045"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Flevoland (CR)"";13080"
